formulation,Anion,molality,Solvent DN,Diluent DN,Anion DN,Solvent CID,Diluent CID,Anion CID,Solvent AN,Diluent AN,Solvent molar mass,Diluent molar mass,Anion molar mass,solvent molar ratio,diluent molar ratio,anion molar ratio,solvent volume,diluent volume,anion volume,Fractional CN solvent,Fractional CN diluent,Fractional CN anion,CN solvent,CN diluent,CN anion,CN total,Fraction Free Solvents,Fraction Free Diluents,Fraction Free Anions,Density [kg/m3],Volume [nm3],anion to solvent ratio
MPL/DCD,PF6,0.5,27.3,3.2,-6.2,13387.0,19869.0,9886.0,13.3,16.7,99.13,156.95,144.964,0.2929947876227282,0.5859895752454565,0.0605078185659077,139.65543911138744,143.47530021417475,98.22421574221886,0.6634486268,0.01116106109,0.3253903121,2.61327007,0.04396251,1.28168592,3.9389185,0.499398003,0.99551141,0.140931189,1507.8291,162.842392,0.2065149999999999
DMSO/DCM,TFSI,0.5,29.8,1.0,11.2,679.0,6344.0,4176748.0,19.3,20.4,78.14,84.93,280.15,0.3078817733990147,0.6157635467980295,0.0381773399014778,104.6290690568062,88.23001018449519,209.7630622823716,0.96523,0.02091,0.01386,3.94371,0.08545,0.05663,4.08579,0.51445,0.99474,0.94367,1323.89746,118.33946,0.124
DMA/DCM,TFSI,0.2,27.8,1.0,11.2,31374.0,6344.0,4176748.0,13.6,20.4,87.12,84.93,280.15,0.3222903758937112,0.6445807517874225,0.0165644361594331,130.98940364974786,88.23001018449519,209.7630622823716,0.66823,0.0,0.33176,2.53109,1e-05,1.25663,3.78773,0.87137,1.0,0.07908,1194.85352,125.70682,0.051396
DME/DCD,TFSI,2.5,20.0,3.2,11.2,8071.0,19869.0,4176748.0,10.2,16.7,90.12,156.95,280.15,0.1991992191390609,0.3983984382781219,0.2012011712914085,135.53372116858102,143.47530021417475,209.7630622823716,0.25681,0.03377,0.70942,0.87194,0.115,2.4087,3.39564,0.12031,0.94218,0.00096,1660.74365,230.96605,1.01005
DME/THF,TFSI,1.0,20.0,20.0,11.2,8071.0,8028.0,4176748.0,10.2,8.0,90.12,72.11,280.15,0.2882941061152946,0.5765882122305892,0.0675588408270581,135.53372116858102,108.8495765108916,209.7630622823716,0.21395,0.53772,0.24833,0.78359,1.96941,0.90952,3.66252,0.81646,0.76935,0.2464,1027.09766,162.36182,0.23434
MPL/DCM,BF4,0.5,27.3,1.0,7.3,13387.0,6344.0,26255.0,13.3,20.4,99.13,84.93,86.81,0.3059048819360108,0.6118097638720216,0.0411426770959837,139.65543911138744,88.23001018449519,72.88470609916,0.5038792369,5.77e-07,0.496120186,1.98192477,2.27e-06,1.95140584,3.93333288,0.7409565,0.99999985,0.09091477,1241.47473,125.384163,0.134495
MPL/DCM,TFSI,1.0,27.3,1.0,11.2,13387.0,6344.0,4176748.0,13.3,20.4,99.13,84.93,280.15,0.282647160243981,0.565294320487962,0.0760292596340284,139.65543911138744,88.23001018449519,209.7630622823716,0.56292,0.0,0.43708,2.14933,0.0,1.66885,3.81818,0.43166,1.0,0.01002,1347.80908,141.83412,0.26899
DME/THF,TFSI,2.5,20.0,20.0,11.2,8071.0,8028.0,4176748.0,10.2,8.0,90.12,72.11,280.15,0.2397104298008006,0.4794208596016013,0.140434355298799,135.53372116858102,108.8495765108916,209.7630622823716,0.18233,0.46571,0.35196,0.68859,1.75882,1.3292,3.77661,0.59677,0.48503,0.13161,1214.66419,183.20741,0.58585
DMA/DCM,BF4,1.0,27.8,1.0,7.3,31374.0,6344.0,26255.0,13.6,20.4,87.12,84.93,86.81,0.2845792211635875,0.569158442327175,0.0731311682546187,130.98940364974786,88.23001018449519,72.88470609916,0.4092146227,2.39e-06,0.5907829903,1.61320875,9.41e-06,2.32898884,3.942207,0.59420888,0.9999988,0.01458633,1217.40173,127.706444,0.25698
DMA/DCM,BF4,1.5,27.8,1.0,7.3,31374.0,6344.0,26255.0,13.6,20.4,87.12,84.93,86.81,0.2651858687754246,0.5303717375508493,0.1022211968368629,130.98940364974786,88.23001018449519,72.88470609916,0.3622168139,1.78e-06,0.637781408,1.43209519,7.03e-06,2.52159384,3.95369606,0.47048488,0.99999865,6.25e-06,1247.36646,130.062073,0.38547
DEA/DCD,TFSI,1.5,32.2,3.2,11.2,12703.0,19869.0,4176748.0,13.6,16.7,115.17,156.95,280.15,0.2332519284103181,0.4665038568206363,0.1501221073845227,177.36010258286555,143.47530021417475,209.7630622823716,0.38548,0.04729,0.56723,1.32857,0.16297,1.95499,3.44653,0.20871,0.94765,0.0094,1546.44556,219.38777,0.643605
MPL/DCD,TFSI,2.5,27.3,3.2,11.2,13387.0,19869.0,4176748.0,13.3,16.7,99.13,156.95,280.15,0.1974275194219322,0.3948550388438644,0.2038587208671016,139.65543911138744,143.47530021417475,209.7630622823716,0.27453,0.08364,0.64182,0.9757,0.29727,2.28105,3.55402,0.10071,0.84691,0.00299,1686.15955,232.41843,1.032575
DMA/DCM,PF6,2.0,27.8,1.0,-6.2,31374.0,6344.0,9886.0,13.6,20.4,87.12,84.93,144.964,0.2482670956722079,0.4965341913444159,0.127599356491688,130.98940364974786,88.23001018449519,98.22421574221886,0.4478332535,5.25e-06,0.5521614974,1.80019537,2.11e-05,2.21957294,4.01978941,0.159846212,0.99999459,0.028066725,1350.57251,137.149628,0.5139600000000001
DME/DCD,BF4,2.0,20.0,3.2,7.3,8071.0,19869.0,26255.0,10.2,16.7,90.12,156.95,86.81,0.2166340271399109,0.4332680542798218,0.1750489592901336,135.53372116858102,143.47530021417475,72.88470609916,0.2893927992,0.001616527617,0.7089906732,0.9862979,0.00550939,2.41635595,3.4081632399999995,0.20375002,0.99777481,0.00489827,1496.66528,177.544403,0.8080399999999999
DEA/DCM,TFSI,0.2,32.2,1.0,11.2,12703.0,6344.0,4176748.0,13.6,20.4,115.17,84.93,280.15,0.3211291414419726,0.6422582828839453,0.018306287837041,177.36010258286555,88.23001018449519,209.7630622823716,0.88858,0.0,0.11142,3.42633,0.0,0.42964,3.85597,0.81479,1.0,0.57036,1160.58826,143.19521,0.057006
DME/DMA,TFSI,2.0,20.0,27.8,11.2,8071.0,31374.0,4176748.0,10.2,13.6,90.12,87.12,280.15,0.2464608225876414,0.4929216451752829,0.1303087661185378,135.53372116858102,130.98940364974786,209.7630622823716,0.2305,0.33655,0.43295,0.81113,1.18432,1.52355,3.519,0.5713,0.68733,0.0601,1185.03638,194.15733,0.5287200000000001
DEA/DCM,TFSI,2.0,32.2,1.0,11.2,12703.0,6344.0,4176748.0,13.6,20.4,115.17,84.93,280.15,0.2415388925924852,0.4830777851849704,0.1376916611112721,177.36010258286555,88.23001018449519,209.7630622823716,0.4307,0.00124,0.56806,1.57246,0.00454,2.07394,3.65094,0.15294,0.99872,0.0075,1386.32153,178.679,0.5700600000000001
DMA/DCM,PF6,1.0,27.8,1.0,-6.2,31374.0,6344.0,9886.0,13.6,20.4,87.12,84.93,144.964,0.2845792211635875,0.569158442327175,0.0731311682546187,130.98940364974786,88.23001018449519,98.22421574221886,0.5413735023,1.47e-06,0.4586250307,2.16988974,5.88e-06,1.83822397,4.00811959,0.466666006,0.99999925,0.049511642,1265.9585,129.181015,0.25698
DMSO/DCM,BF4,1.0,29.8,1.0,7.3,679.0,6344.0,26255.0,19.3,20.4,78.14,84.93,86.81,0.2860411899313501,0.5720823798627002,0.0709382151029748,104.6290690568062,88.23001018449519,72.88470609916,0.7635027089,0.0001450301209,0.236352261,3.04937558,0.00057924,0.94397414,3.99392896,0.2491494,0.99992868,0.28767708,1294.54517,115.890366,0.248
DME/DMA,TFSI,1.0,20.0,27.8,11.2,8071.0,31374.0,4176748.0,10.2,13.6,90.12,87.12,280.15,0.2833888775533338,0.5667777551066676,0.0749166836699993,135.53372116858102,130.98940364974786,209.7630622823716,0.26884,0.35121,0.37995,0.92179,1.20423,1.30278,3.4288,0.7564,0.8409,0.08549,1064.58545,176.72026,0.26436
DEA/DME,TFSI,2.0,32.2,20.0,11.2,12703.0,8071.0,4176748.0,13.6,10.2,115.17,90.12,280.15,0.2391406242526855,0.478281248505371,0.1412890636209716,177.36010258286555,135.53372116858102,209.7630622823716,0.33285,0.32423,0.34292,1.1273,1.09808,1.1614,3.38678,0.34266,0.67685,0.22066,1171.27686,219.23903,0.5908200000000001
DMA/DCM,TFSI,1.0,27.8,1.0,11.2,31374.0,6344.0,4176748.0,13.6,20.4,87.12,84.93,280.15,0.2845792211635875,0.569158442327175,0.0731311682546187,130.98940364974786,88.23001018449519,209.7630622823716,0.5005,0.0,0.4995,1.88876,0.0,1.88501,3.77377,0.5194,1.0,0.02703,1319.92236,138.35428,0.25698
DEA/DCD,BF4,0.5,32.2,3.2,7.3,12703.0,19869.0,26255.0,13.6,16.7,115.17,156.95,86.81,0.2916242596389108,0.5832485192778216,0.0625636105416337,177.36010258286555,143.47530021417475,72.88470609916,0.6033948179,0.001535559636,0.3950696225,2.22336559,0.00565817,1.45573707,3.68476083,0.55093897,0.9993968,0.08435142,1411.95483,175.945709,0.2145349999999999
DEA/DME,TFSI,1.0,32.2,20.0,11.2,12703.0,8071.0,4176748.0,13.6,10.2,115.17,90.12,280.15,0.2784879219788237,0.5569758439576475,0.0822681170317643,177.36010258286555,135.53372116858102,209.7630622823716,0.4815,0.31602,0.20248,1.62347,1.06553,0.68269,3.37169,0.52226,0.84321,0.43415,1055.42358,199.04131,0.29541
MPL/DCD,PF6,2.0,27.3,3.2,-6.2,13387.0,19869.0,9886.0,13.3,16.7,99.13,156.95,144.964,0.2149557621041589,0.4299115242083179,0.1775663568437615,139.65543911138744,143.47530021417475,98.22421574221886,0.3510453655,0.04961967454,0.59933496,1.41151124,0.19951475,2.40985387,4.02087986,0.069711229,0.91763745,0.001048311,1608.93591,185.061661,0.8260599999999999
DMA/DCD,TFSI,2.0,27.8,3.2,11.2,31374.0,19869.0,4176748.0,13.6,16.7,87.12,156.95,280.15,0.2171986585810846,0.4343973171621692,0.1742020121283731,130.98940364974786,143.47530021417475,209.7630622823716,0.30357,0.08504,0.61139,1.09093,0.30561,2.19715,3.59369,0.18042,0.87752,0.00596,1653.74206,211.05087,0.80204
DME/THF,TFSI,1.5,20.0,20.0,11.2,8071.0,8028.0,4176748.0,10.2,8.0,90.12,72.11,280.15,0.270049851202532,0.540099702405064,0.094925223196202,135.53372116858102,108.8495765108916,209.7630622823716,0.20479,0.52269,0.27252,0.75858,1.93612,1.00946,3.70416,0.73347,0.65987,0.235,1094.13538,169.40572,0.35151
MPL/DCD,PF6,1.0,27.3,3.2,-6.2,13387.0,19869.0,9886.0,13.3,16.7,99.13,156.95,144.964,0.2613654778022299,0.5227309556044599,0.107951783296655,139.65543911138744,143.47530021417475,98.22421574221886,0.5484457115,0.02478040898,0.4267738795,2.1554342,0.09738893,1.67725446,3.93007759,0.198536019,0.97996684,0.057367205,1556.54846,168.927017,0.4130299999999999
DMA/DCM,PF6,0.5,27.8,1.0,-6.2,31374.0,6344.0,9886.0,13.6,20.4,87.12,84.93,144.964,0.3070328955044243,0.6140657910088486,0.0394506567433634,130.98940364974786,88.23001018449519,98.22421574221886,0.7286719012,0.0,0.2713280988,2.888854,0.0,1.075693,3.964547,0.635737132,1.0,0.148650901,1212.13074,125.969452,0.12849
DEA/DCM,TFSI,0.5,32.2,1.0,11.2,12703.0,6344.0,4176748.0,13.6,20.4,115.17,84.93,280.15,0.3044112230329708,0.6088224460659416,0.0433831654505438,177.36010258286555,88.23001018449519,209.7630622823716,0.75015,0.00055,0.2493,2.80824,0.00205,0.93329,3.74358,0.60373,0.99986,0.271,1209.43408,148.84235,0.142515
MPL/DCM,TFSI,0.5,27.3,1.0,11.2,13387.0,6344.0,4176748.0,13.3,20.4,99.13,84.93,280.15,0.3059048819360108,0.6118097638720216,0.0411426770959837,139.65543911138744,88.23001018449519,209.7630622823716,0.60951,4e-05,0.39046,2.3726,0.00014,1.5199,3.89264,0.68788,0.99999,0.11766,1285.34387,132.03764,0.134495
DMA/DCM,BF4,2.0,27.8,1.0,7.3,31374.0,6344.0,26255.0,13.6,20.4,87.12,84.93,86.81,0.2482670956722079,0.4965341913444159,0.127599356491688,130.98940364974786,88.23001018449519,72.88470609916,0.3473717587,2.36e-06,0.6526258773,1.37538445,9.36e-06,2.58400823,3.95940204,0.35277035,0.9999976,0.00083154,1281.20044,131.907608,0.5139600000000001
DMSO/DCD,BF4,2.5,29.8,3.2,7.3,679.0,19869.0,26255.0,19.3,16.7,78.14,156.95,86.81,0.2016047740010483,0.4032095480020967,0.1975928389984274,104.6290690568062,143.47530021417475,72.88470609916,0.2561563595,0.01467700706,0.7291666334,1.01677079,0.05825798,2.89430774,3.96933651,0.00741059,0.97149362,3.37e-06,1595.73853,167.98494,0.9801
DMSO/DCM,TFSI,1.0,29.8,1.0,11.2,679.0,6344.0,4176748.0,19.3,20.4,78.14,84.93,280.15,0.2860411899313501,0.5720823798627002,0.0709382151029748,104.6290690568062,88.23001018449519,209.7630622823716,0.89835,0.00033,0.10131,3.59478,0.00134,0.4054,4.00152,0.11484,0.99984,0.68958,1388.55212,126.90488,0.248
MPL/DCM,PF6,1.5,27.3,1.0,-6.2,13387.0,6344.0,9886.0,13.3,20.4,99.13,84.93,144.964,0.2626760914848291,0.5253521829696582,0.1059858627727562,139.65543911138744,88.23001018449519,98.22421574221886,0.5246706088,2.91e-06,0.4753264799,2.0905395,1.16e-05,1.89392881,3.98447991,0.24307193,0.99999767,0.033685256,1345.49377,135.667068,0.403485
DEA/DCD,PF6,2.0,32.2,3.2,-6.2,12703.0,19869.0,9886.0,13.6,16.7,115.17,156.95,144.964,0.2120315163645924,0.4240630327291849,0.1819527254531113,177.36010258286555,143.47530021417475,98.22421574221886,0.3627078842,0.03805975322,0.5992323626,1.31721186,0.138218,2.1761754,3.63160526,0.093840053,0.94085536,0.011248385,1545.0,200.094421,0.8581399999999999
DME/DCM,TFSI,1.5,20.0,1.0,11.2,8071.0,6344.0,4176748.0,10.2,20.4,90.12,84.93,280.15,0.2645544638274681,0.5291089276549363,0.1031683042587977,135.53372116858102,88.23001018449519,209.7630622823716,0.43283,0.00082,0.56636,1.50416,0.00285,1.9682,3.47521,0.41732,0.99945,0.04864,1351.53113,151.8656,0.38997
DMSO/DCM,TFSI,2.5,29.8,1.0,11.2,679.0,6344.0,4176748.0,19.3,20.4,78.14,84.93,280.15,0.2358490566037735,0.4716981132075471,0.1462264150943396,104.6290690568062,88.23001018449519,209.7630622823716,0.41416,5e-05,0.58579,1.61447,0.00021,2.28353,3.89821,0.00213,0.99994,0.01009,1512.21716,155.61586,0.62
DMSO/DCD,TFSI,1.0,29.8,3.2,11.2,679.0,19869.0,4176748.0,19.3,16.7,78.14,156.95,280.15,0.2642650261093845,0.5285300522187691,0.1036024608359231,104.6290690568062,143.47530021417475,209.7630622823716,0.59962,0.0147,0.38569,2.34376,0.05744,1.50757,3.908770000000001,0.08601,0.98879,0.11894,1621.58984,171.89482,0.39204
DEA/DCD,TFSI,0.5,32.2,3.2,11.2,12703.0,19869.0,4176748.0,13.6,16.7,115.17,156.95,280.15,0.2916242596389108,0.5832485192778216,0.0625636105416337,177.36010258286555,143.47530021417475,209.7630622823716,0.63414,0.01185,0.35401,2.23591,0.04178,1.24819,3.52588,0.53934,0.99555,0.14059,1452.73096,186.61612,0.2145349999999999
DME/DEA,TFSI,1.0,20.0,32.2,11.2,8071.0,12703.0,4176748.0,10.2,13.6,90.12,115.17,280.15,0.2746558562121661,0.5493117124243323,0.0880162156817507,135.53372116858102,177.36010258286555,209.7630622823716,0.13274,0.68443,0.18283,0.47272,2.43741,0.65108,3.5612099999999995,0.84953,0.61206,0.44868,1061.70569,214.50378,0.32046
MPL/DCD,TFSI,1.5,27.3,3.2,11.2,13387.0,19869.0,4176748.0,13.3,16.7,99.13,156.95,280.15,0.2358996860175179,0.4717993720350358,0.1461504709737231,139.65543911138744,143.47530021417475,209.7630622823716,0.38828,0.06616,0.54555,1.40119,0.23876,1.96872,3.60867,0.1925,0.92615,0.02392,1628.18555,200.58312,0.619545
DEA/DCM,BF4,2.5,32.2,1.0,7.3,12703.0,6344.0,26255.0,13.6,20.4,115.17,84.93,86.81,0.2259810401907279,0.4519620803814559,0.161028439713908,177.36010258286555,88.23001018449519,72.88470609916,0.3632713467,8.84e-06,0.6367198141,1.36854655,3.33e-05,2.39870475,3.7672846,0.17670753,0.99998814,0.00423354,1276.18335,152.71814,0.7125750000000001
DMA/DCD,TFSI,1.5,27.8,3.2,11.2,31374.0,19869.0,4176748.0,13.6,16.7,87.12,156.95,280.15,0.2379218950003093,0.4758437900006186,0.143117157499536,130.98940364974786,143.47530021417475,209.7630622823716,0.39422,0.04517,0.56062,1.43213,0.16409,2.03664,3.63286,0.16859,0.9508,0.01026,1595.33301,198.75769,0.60153
DEA/DCM,PF6,0.5,32.2,1.0,-6.2,12703.0,6344.0,9886.0,13.6,20.4,115.17,84.93,144.964,0.3044112230329708,0.6088224460659416,0.0433831654505438,177.36010258286555,88.23001018449519,98.22421574221886,0.8687044006,1.11e-06,0.1312944943,3.34874533,4.26e-06,0.50612363,3.85487322,0.529261225,0.9999997,0.65242057,1179.02441,143.733551,0.142515
DMSO/DCD,BF4,1.0,29.8,3.2,7.3,679.0,19869.0,26255.0,19.3,16.7,78.14,156.95,86.81,0.2642650261093845,0.5285300522187691,0.1036024608359231,104.6290690568062,143.47530021417475,72.88470609916,0.5542294309,0.003102293579,0.4426682755,2.20142608,0.01232246,1.75829978,3.97204832,0.14087869,0.99759509,0.06820159,1549.75708,153.071823,0.39204
MPL/DCD,BF4,2.0,27.3,3.2,7.3,13387.0,19869.0,26255.0,13.3,16.7,99.13,156.95,86.81,0.2149557621041589,0.4299115242083179,0.1775663568437615,139.65543911138744,143.47530021417475,72.88470609916,0.3282643283,0.01817922866,0.653556443,1.2707301,0.07037284,2.52995459,3.87105753,0.12058466,0.97095213,0.00728145,1550.90051,175.156799,0.8260599999999999
DMA/DCM,PF6,1.5,27.8,1.0,-6.2,31374.0,6344.0,9886.0,13.6,20.4,87.12,84.93,144.964,0.2651858687754246,0.5303717375508493,0.1022211968368629,130.98940364974786,88.23001018449519,98.22421574221886,0.4885346284,3.02e-06,0.5114623484,1.95529872,1.21e-05,2.04706405,4.00237487,0.282818442,0.99999767,0.021672354,1313.33228,132.779922,0.38547
DEA/DCM,PF6,1.5,32.2,1.0,-6.2,12703.0,6344.0,9886.0,13.6,20.4,115.17,84.93,144.964,0.2593973162753658,0.5187946325507317,0.1109040255869512,177.36010258286555,88.23001018449519,98.22421574221886,0.5922337305,9.22e-06,0.4077570449,2.19568,3.42e-05,1.51174096,3.70745516,0.149293737,0.99999272,0.172231881,1278.59607,151.281754,0.427545
DME/DCD,PF6,0.5,20.0,3.2,-6.2,8071.0,19869.0,9886.0,10.2,16.7,90.12,156.95,144.964,0.2937703068724625,0.587540613744925,0.0593445396913061,135.53372116858102,143.47530021417475,98.22421574221886,0.769032007,0.002842001417,0.2281259915,2.31246348,0.00854584,0.68597018,3.0069795,0.534731071,0.99914028,0.383815138,1456.93408,164.938126,0.2020099999999999
