formulation,Anion,molality,Solvent DN,Diluent DN,Anion DN,Solvent CID,Diluent CID,Anion CID,Solvent AN,Diluent AN,Solvent molar mass,Diluent molar mass,Anion molar mass,solvent molar ratio,diluent molar ratio,anion molar ratio,solvent volume,diluent volume,anion volume,Fractional CN solvent,Fractional CN diluent,Fractional CN anion,CN solvent,CN diluent,CN anion,CN total,Fraction Free Solvents,Fraction Free Diluents,Fraction Free Anions,Density [kg/m3],Volume [nm3],anion to solvent ratio
DMSO/DCD,PF6,1.0,29.8,3.2,-6.2,679.0,19869.0,9886.0,19.3,16.7,78.14,156.95,144.964,0.2642650261093845,0.5285300522187691,0.1036024608359231,104.6290690568062,143.47530021417475,98.22421574221886,0.6036012669,0.01260826165,0.3837904715,2.40581625,0.05025364,1.52970082,3.98577071,0.064422304,0.99019238,0.147119567,1593.53247,156.60997,0.39204
DME/DEA,TFSI,2.0,20.0,32.2,11.2,8071.0,12703.0,4176748.0,10.2,13.6,90.12,115.17,280.15,0.233544457522934,0.4670889150458681,0.1496833137155989,135.53372116858102,177.36010258286555,209.7630622823716,0.12951,0.51994,0.35055,0.46316,1.85942,1.25364,3.57622,0.70375,0.41353,0.19443,1174.50476,237.33144,0.64092
MPL/DCM,TFSI,0.2,27.3,1.0,11.2,13387.0,6344.0,4176748.0,13.3,20.4,99.13,84.93,280.15,0.3217921505884291,0.6435843011768583,0.0173117741173563,139.65543911138744,88.23001018449519,209.7630622823716,0.75673,0.0,0.24327,2.94051,0.0,0.94529,3.8858,0.84988,1.0,0.24509,1247.1803,125.75795,0.053798
MPL/DCM,TFSI,1.0,27.3,1.0,11.2,13387.0,6344.0,4176748.0,13.3,20.4,99.13,84.93,280.15,0.282647160243981,0.565294320487962,0.0760292596340284,139.65543911138744,88.23001018449519,209.7630622823716,0.56292,0.0,0.43708,2.14933,0.0,1.66885,3.81818,0.43166,1.0,0.01002,1347.80908,141.83412,0.26899
DEA/DCD,BF4,2.5,32.2,3.2,7.3,12703.0,19869.0,26255.0,13.6,16.7,115.17,156.95,86.81,0.1943502385649178,0.3887004771298357,0.2084746421526232,177.36010258286555,143.47530021417475,72.88470609916,0.2887550385,0.01669798105,0.6945469805,1.0737015,0.06208947,2.5825909,3.71838187,0.1042613,0.96672749,0.00293949,1481.66443,198.035828,1.0726749999999998
MPL/DCD,TFSI,0.2,27.3,3.2,11.2,13387.0,19869.0,4176748.0,13.3,16.7,99.13,156.95,280.15,0.3159346040644355,0.631869208128871,0.0260980939033467,139.65543911138744,143.47530021417475,209.7630622823716,0.78203,0.00166,0.21632,2.93361,0.00621,0.81147,3.75129,0.76368,0.99975,0.30841,1489.56458,161.9648,0.082606
MPL/DCD,PF6,1.5,27.3,3.2,-6.2,13387.0,19869.0,9886.0,13.3,16.7,99.13,156.95,144.964,0.2358996860175179,0.4717993720350358,0.1461504709737231,139.65543911138744,143.47530021417475,98.22421574221886,0.4197503871,0.03531052435,0.5449390885,1.65960027,0.13961001,2.15456873,3.95377901,0.140061165,0.95684202,0.021754738,1587.19568,176.630844,0.619545
MPL/DCM,TFSI,2.0,27.3,1.0,11.2,13387.0,6344.0,4176748.0,13.3,20.4,99.13,84.93,280.15,0.2453409748868978,0.4906819497737956,0.1319885376696533,139.65543911138744,88.23001018449519,209.7630622823716,0.31833,0.00073,0.45551,1.54152,0.00353,2.20584,3.75089,0.21365,0.99905,0.00396,1462.71973,160.02274,0.53798
DME/THF,TFSI,2.0,20.0,20.0,11.2,8071.0,8028.0,4176748.0,10.2,8.0,90.12,72.11,280.15,0.2539772842716947,0.5079545685433895,0.1190340735924578,135.53372116858102,108.8495765108916,209.7630622823716,0.16901,0.51595,0.31504,0.63558,1.94024,1.1847,3.760520000000001,0.70225,0.54553,0.15858,1158.96924,175.97028,0.46868
MPL/DCD,PF6,1.0,27.3,3.2,-6.2,13387.0,19869.0,9886.0,13.3,16.7,99.13,156.95,144.964,0.2613654778022299,0.5227309556044599,0.107951783296655,139.65543911138744,143.47530021417475,98.22421574221886,0.5484457115,0.02478040898,0.4267738795,2.1554342,0.09738893,1.67725446,3.93007759,0.198536019,0.97996684,0.057367205,1556.54846,168.927017,0.4130299999999999
DME/DCD,PF6,0.5,20.0,3.2,-6.2,8071.0,19869.0,9886.0,10.2,16.7,90.12,156.95,144.964,0.2937703068724625,0.587540613744925,0.0593445396913061,135.53372116858102,143.47530021417475,98.22421574221886,0.769032007,0.002842001417,0.2281259915,2.31246348,0.00854584,0.68597018,3.0069795,0.534731071,0.99914028,0.383815138,1456.93408,164.938126,0.2020099999999999
DMSO/DCM,TFSI,0.5,29.8,1.0,11.2,679.0,6344.0,4176748.0,19.3,20.4,78.14,84.93,280.15,0.3078817733990147,0.6157635467980295,0.0381773399014778,104.6290690568062,88.23001018449519,209.7630622823716,0.96523,0.02091,0.01386,3.94371,0.08545,0.05663,4.08579,0.51445,0.99474,0.94367,1323.89746,118.33946,0.124
DME/DCD,TFSI,0.5,20.0,3.2,11.2,8071.0,19869.0,4176748.0,10.2,16.7,90.12,156.95,280.15,0.2937703068724625,0.587540613744925,0.0593445396913061,135.53372116858102,143.47530021417475,209.7630622823716,0.55811,0.02114,0.42075,1.7899,0.06779,1.34937,3.20706,0.63987,0.9932,0.11014,1491.91101,171.1515,0.2020099999999999
DMA/DCM,BF4,1.0,27.8,1.0,7.3,31374.0,6344.0,26255.0,13.6,20.4,87.12,84.93,86.81,0.2845792211635875,0.569158442327175,0.0731311682546187,130.98940364974786,88.23001018449519,72.88470609916,0.4092146227,2.39e-06,0.5907829903,1.61320875,9.41e-06,2.32898884,3.942207,0.59420888,0.9999988,0.01458633,1217.40173,127.706444,0.25698
DME/DCM,BF4,0.5,20.0,1.0,7.3,8071.0,6344.0,26255.0,10.2,20.4,90.12,84.93,86.81,0.3067503481616451,0.6135006963232903,0.0398744777575322,135.53372116858102,88.23001018449519,72.88470609916,0.6044832758,3.49e-06,0.3955132353,1.81924276,1.05e-05,1.19033002,3.00958328,0.76508532,0.99999932,0.12441587,1164.6167,129.245667,0.12999
MPL/DCM,TFSI,2.5,27.3,1.0,11.2,13387.0,6344.0,4176748.0,13.3,20.4,99.13,84.93,280.15,0.2301522457105375,0.460304491421075,0.1547716314341937,139.65543911138744,88.23001018449519,209.7630622823716,0.37365,9e-05,0.62626,1.38993,0.00033,2.3296,3.71986,0.13767,0.99989,0.00624,1508.7793,169.03947,0.672475
DEA/DCM,TFSI,1.5,32.2,1.0,11.2,12703.0,6344.0,4176748.0,13.6,20.4,115.17,84.93,280.15,0.2593973162753658,0.5187946325507317,0.1109040255869512,177.36010258286555,88.23001018449519,209.7630622823716,0.51509,0.00058,0.48433,1.90032,0.00213,1.78681,3.68926,0.22942,0.99955,0.04256,1341.24683,167.97923,0.427545
MPL/DCM,BF4,1.0,27.3,1.0,7.3,13387.0,6344.0,26255.0,13.3,20.4,99.13,84.93,86.81,0.282647160243981,0.565294320487962,0.0760292596340284,139.65543911138744,88.23001018449519,72.88470609916,0.4476635029,1.14e-06,0.5523353535,1.75765481,4.49e-06,2.1686264,3.9262857,0.53999928,0.9999994,0.00202518,1254.02759,129.774612,0.26899
THF/DME,TFSI,2.5,20.0,20.0,11.2,8028.0,8071.0,4176748.0,8.0,10.2,72.11,90.12,280.15,0.2346453921511116,0.4692907843022232,0.1480319117733325,108.8495765108916,135.53372116858102,209.7630622823716,0.22202,0.38244,0.39554,0.78063,1.34465,1.39073,3.51601,0.50771,0.57602,0.14144,1211.8075,197.76077,0.6308750000000001
DEA/DCD,TFSI,1.0,32.2,3.2,11.2,12703.0,19869.0,4176748.0,13.6,16.7,115.17,156.95,280.15,0.2591922532619345,0.518384506523869,0.1112116201070982,177.36010258286555,143.47530021417475,209.7630622823716,0.49388,0.0199,0.48622,1.68087,0.06772,1.65482,3.40341,0.3168,0.98556,0.0547,1504.20215,202.73126,0.4290699999999999
DMSO/DCD,PF6,2.5,29.8,3.2,-6.2,679.0,19869.0,9886.0,19.3,16.7,78.14,156.95,144.964,0.2016047740010483,0.4032095480020967,0.1975928389984274,104.6290690568062,143.47530021417475,98.22421574221886,0.2409698723,0.0423215865,0.7167085412,1.01446415,0.17817054,3.01728641,4.2099211,0.01248391,0.91286359,0.002447424,1679.82629,177.995941,0.9801
DME/DCM,TFSI,2.5,20.0,1.0,11.2,8071.0,6344.0,4176748.0,10.2,20.4,90.12,84.93,280.15,0.2325635479894881,0.4651270959789762,0.1511546780157678,135.53372116858102,88.23001018449519,209.7630622823716,0.35095,2e-05,0.64903,1.24243,8e-05,2.29769,3.5402,0.19416,0.99997,0.01499,1446.25867,170.59471,0.64995
MPL/DCD,TFSI,2.0,27.3,3.2,11.2,13387.0,19869.0,4176748.0,13.3,16.7,99.13,156.95,280.15,0.2149557621041589,0.4299115242083179,0.1775663568437615,139.65543911138744,143.47530021417475,209.7630622823716,0.31493,0.07311,0.61195,1.14883,0.2667,2.2323,3.64783,0.14486,0.88993,0.00403,1668.57031,215.44127,0.8260599999999999
DMA/DCD,TFSI,0.5,27.8,3.2,11.2,31374.0,19869.0,4176748.0,13.6,16.7,87.12,156.95,280.15,0.2940294382273553,0.5880588764547107,0.058955842658967,130.98940364974786,143.47530021417475,209.7630622823716,0.60967,0.00433,0.386,2.24914,0.01598,1.42399,3.68911,0.55508,0.99842,0.11152,1498.16858,169.01088,0.20051
DME/DEA,TFSI,1.0,20.0,32.2,11.2,8071.0,12703.0,4176748.0,10.2,13.6,90.12,115.17,280.15,0.2746558562121661,0.5493117124243323,0.0880162156817507,135.53372116858102,177.36010258286555,209.7630622823716,0.13274,0.68443,0.18283,0.47272,2.43741,0.65108,3.5612099999999995,0.84953,0.61206,0.44868,1061.70569,214.50378,0.32046
DEA/DCM,BF4,2.0,32.2,1.0,7.3,12703.0,6344.0,26255.0,13.6,20.4,115.17,84.93,86.81,0.2415388925924852,0.4830777851849704,0.1376916611112721,177.36010258286555,88.23001018449519,72.88470609916,0.4080441145,5.12e-06,0.5919507642,1.53775221,1.93e-05,2.23082153,3.76859304,0.23087885,0.99999452,0.00717821,1246.56897,150.288269,0.5700600000000001
DEA/DCD,TFSI,1.5,32.2,3.2,11.2,12703.0,19869.0,4176748.0,13.6,16.7,115.17,156.95,280.15,0.2332519284103181,0.4665038568206363,0.1501221073845227,177.36010258286555,143.47530021417475,209.7630622823716,0.38548,0.04729,0.56723,1.32857,0.16297,1.95499,3.44653,0.20871,0.94765,0.0094,1546.44556,219.38777,0.643605
DME/DCD,BF4,2.5,20.0,3.2,7.3,8071.0,19869.0,26255.0,10.2,16.7,90.12,156.95,86.81,0.1991992191390609,0.3983984382781219,0.2012011712914085,135.53372116858102,143.47530021417475,72.88470609916,0.2452259135,0.004475356228,0.7502987302,0.85759224,0.015651,2.62390854,3.49715178,0.13505796,0.99210422,0.00042007,1503.49536,183.748749,1.01005
DME/DCM,BF4,2.0,20.0,1.0,7.3,8071.0,6344.0,26255.0,10.2,20.4,90.12,84.93,86.81,0.2475296540525555,0.495059308105111,0.1287055189211667,135.53372116858102,88.23001018449519,72.88470609916,0.3595757173,6.9e-06,0.640417386,1.17309192,2.25e-05,2.08931923,3.26243365,0.39086799,0.99999414,0.00609998,1245.59045,137.263458,0.5199600000000001
DME/DCD,BF4,1.0,20.0,3.2,7.3,8071.0,19869.0,26255.0,10.2,16.7,90.12,156.95,86.81,0.2626022835894581,0.5252045671789162,0.1060965746158128,135.53372116858102,143.47530021417475,72.88470609916,0.4663198643,0.001199307938,0.5324808278,1.45148825,0.00373302,1.65742385,3.11264512,0.41595983,0.99924891,0.02553044,1460.78442,167.365921,0.4040199999999999
DEA/DCM,PF6,2.5,32.2,1.0,-6.2,12703.0,6344.0,9886.0,13.6,20.4,115.17,84.93,144.964,0.2259810401907279,0.4519620803814559,0.161028439713908,177.36010258286555,88.23001018449519,98.22421574221886,0.4344419125,1.54e-05,0.5655426914,1.60840439,5.7e-05,2.09376978,3.70223117,0.075937945,0.99997973,0.041498136,1341.88123,162.004745,0.7125750000000001
