formulation,Anion,molality,Solvent DN,Diluent DN,Anion DN,Solvent CID,Diluent CID,Anion CID,Solvent AN,Diluent AN,Solvent molar mass,Diluent molar mass,Anion molar mass,solvent molar ratio,diluent molar ratio,anion molar ratio,solvent volume,diluent volume,anion volume,Fractional CN solvent,Fractional CN diluent,Fractional CN anion,CN solvent,CN diluent,CN anion,CN total,Fraction Free Solvents,Fraction Free Diluents,Fraction Free Anions,Density [kg/m3],Volume [nm3],anion to solvent ratio
DEA/DCD,BF4,1.5,32.2,3.2,7.3,12703.0,19869.0,26255.0,13.6,16.7,115.17,156.95,86.81,0.2332519284103181,0.4665038568206363,0.1501221073845227,177.36010258286555,143.47530021417475,72.88470609916,0.3915490381,0.007150860764,0.6013001012,1.43234778,0.02615897,2.19965006,3.65815681,0.19898224,0.99159524,0.01523195,1446.47949,187.299591,0.643605
THF/DME,TFSI,2.0,20.0,20.0,11.2,8028.0,8071.0,4176748.0,8.0,10.2,72.11,90.12,280.15,0.2494138773881378,0.4988277547762757,0.1258791839177932,108.8495765108916,135.53372116858102,209.7630622823716,0.22995,0.41075,0.35929,0.79945,1.428,1.24911,3.47656,0.59667,0.63978,0.18536,1156.15222,189.96336,0.5047
DMSO/DCM,TFSI,2.0,29.8,1.0,11.2,679.0,6344.0,4176748.0,19.3,20.4,78.14,84.93,280.15,0.250501002004008,0.501002004008016,0.1242484969939879,104.6290690568062,88.23001018449519,209.7630622823716,0.50206,0.01068,0.48727,2.00121,0.04256,1.94226,3.98603,0.00892,0.98948,0.04312,1481.88196,145.6123,0.496
DEA/DCD,BF4,2.0,32.2,3.2,7.3,12703.0,19869.0,26255.0,13.6,16.7,115.17,156.95,86.81,0.2120315163645924,0.4240630327291849,0.1819527254531113,177.36010258286555,143.47530021417475,72.88470609916,0.3220578721,0.01077514701,0.6671669809,1.18451867,0.03963065,2.45381906,3.67796838,0.14372615,0.98304266,0.00106872,1464.76404,192.587463,0.8581399999999999
DME/DCD,TFSI,0.5,20.0,3.2,11.2,8071.0,19869.0,4176748.0,10.2,16.7,90.12,156.95,280.15,0.2937703068724625,0.587540613744925,0.0593445396913061,135.53372116858102,143.47530021417475,209.7630622823716,0.55811,0.02114,0.42075,1.7899,0.06779,1.34937,3.20706,0.63987,0.9932,0.11014,1491.91101,171.1515,0.2020099999999999
DMSO/DCM,BF4,0.5,29.8,1.0,7.3,679.0,6344.0,26255.0,19.3,20.4,78.14,84.93,86.81,0.3078817733990147,0.6157635467980295,0.0381773399014778,104.6290690568062,88.23001018449519,72.88470609916,0.8781467721,0.000145699326,0.1217075286,3.51320605,0.0005829,0.4869159,4.00070485,0.56745106,0.99996412,0.58706333,1270.67236,112.991302,0.124
DMA/DCM,PF6,1.5,27.8,1.0,-6.2,31374.0,6344.0,9886.0,13.6,20.4,87.12,84.93,144.964,0.2651858687754246,0.5303717375508493,0.1022211968368629,130.98940364974786,88.23001018449519,98.22421574221886,0.4885346284,3.02e-06,0.5114623484,1.95529872,1.21e-05,2.04706405,4.00237487,0.282818442,0.99999767,0.021672354,1313.33228,132.779922,0.38547
DEA/DCD,BF4,1.0,32.2,3.2,7.3,12703.0,19869.0,26255.0,13.6,16.7,115.17,156.95,86.81,0.2591922532619345,0.518384506523869,0.1112116201070982,177.36010258286555,143.47530021417475,72.88470609916,0.4681527576,0.002751623812,0.5290956186,1.68582874,0.00990866,1.90528537,3.60102277,0.34672966,0.99788734,0.02290308,1434.44617,180.97406,0.4290699999999999
MPL/DCD,PF6,1.0,27.3,3.2,-6.2,13387.0,19869.0,9886.0,13.3,16.7,99.13,156.95,144.964,0.2613654778022299,0.5227309556044599,0.107951783296655,139.65543911138744,143.47530021417475,98.22421574221886,0.5484457115,0.02478040898,0.4267738795,2.1554342,0.09738893,1.67725446,3.93007759,0.198536019,0.97996684,0.057367205,1556.54846,168.927017,0.4130299999999999
DME/THF,TFSI,0.5,20.0,20.0,11.2,8071.0,8028.0,4176748.0,10.2,8.0,90.12,72.11,280.15,0.3091820896999078,0.6183641793998157,0.0362268654501382,135.53372116858102,108.8495765108916,209.7630622823716,0.29745,0.47697,0.22557,1.05663,1.69432,0.80129,3.55224,0.87625,0.90078,0.29855,958.45715,154.5923,0.11717
MPL/DCD,TFSI,1.0,27.3,3.2,11.2,13387.0,19869.0,4176748.0,13.3,16.7,99.13,156.95,280.15,0.2613654778022299,0.5227309556044599,0.107951783296655,139.65543911138744,143.47530021417475,209.7630622823716,0.51122,0.03277,0.45602,1.83346,0.11752,1.63549,3.5864700000000003,0.27719,0.97583,0.04323,1587.26721,185.03133,0.4130299999999999
DEA/DME,TFSI,1.0,32.2,20.0,11.2,12703.0,8071.0,4176748.0,13.6,10.2,115.17,90.12,280.15,0.2784879219788237,0.5569758439576475,0.0822681170317643,177.36010258286555,135.53372116858102,209.7630622823716,0.4815,0.31602,0.20248,1.62347,1.06553,0.68269,3.37169,0.52226,0.84321,0.43415,1055.42358,199.04131,0.29541
MPL/DCD,PF6,2.0,27.3,3.2,-6.2,13387.0,19869.0,9886.0,13.3,16.7,99.13,156.95,144.964,0.2149557621041589,0.4299115242083179,0.1775663568437615,139.65543911138744,143.47530021417475,98.22421574221886,0.3510453655,0.04961967454,0.59933496,1.41151124,0.19951475,2.40985387,4.02087986,0.069711229,0.91763745,0.001048311,1608.93591,185.061661,0.8260599999999999
DEA/DCM,TFSI,0.5,32.2,1.0,11.2,12703.0,6344.0,4176748.0,13.6,20.4,115.17,84.93,280.15,0.3044112230329708,0.6088224460659416,0.0433831654505438,177.36010258286555,88.23001018449519,209.7630622823716,0.75015,0.00055,0.2493,2.80824,0.00205,0.93329,3.74358,0.60373,0.99986,0.271,1209.43408,148.84235,0.142515
DMA/DCM,TFSI,2.5,27.8,1.0,11.2,31374.0,6344.0,4176748.0,13.6,20.4,87.12,84.93,280.15,0.2333776750916007,0.4667553501832014,0.1499334873625989,130.98940364974786,88.23001018449519,209.7630622823716,0.36501,0.00016,0.63483,1.35329,0.0006,2.35364,3.70753,0.16337,0.99981,0.0057,1472.14673,165.49617,0.6424500000000001
DMSO/DCD,TFSI,0.2,29.8,3.2,11.2,679.0,19869.0,4176748.0,19.3,16.7,78.14,156.95,280.15,0.3167748769646378,0.6335497539292756,0.0248376845530433,104.6290690568062,143.47530021417475,209.7630622823716,0.97913,0.00019,0.02068,3.91745,0.00076,0.08274,4.0009500000000005,0.69414,0.99997,0.91726,1542.03748,148.61244,0.078408
DMA/DCM,PF6,2.5,27.8,1.0,-6.2,31374.0,6344.0,9886.0,13.6,20.4,87.12,84.93,144.964,0.2333776750916007,0.4667553501832014,0.1499334873625989,130.98940364974786,88.23001018449519,98.22421574221886,0.3989603868,3.077751377e-05,0.6010088356,1.60348884,0.0001237,2.41555551,4.01916805,0.10934123,0.99996044,0.005427193,1379.62256,141.94072,0.6424500000000001
MPL/DCD,BF4,1.0,27.3,3.2,7.3,13387.0,19869.0,26255.0,13.3,16.7,99.13,156.95,86.81,0.2613654778022299,0.5227309556044599,0.107951783296655,139.65543911138744,143.47530021417475,72.88470609916,0.4613286767,0.002559545233,0.5361117781,1.78144341,0.00988381,2.07022204,3.86154926,0.30478506,0.99796684,0.02931058,1509.13403,165.618011,0.4130299999999999
DMA/DCM,TFSI,1.5,27.8,1.0,11.2,31374.0,6344.0,4176748.0,13.6,20.4,87.12,84.93,280.15,0.2651858687754246,0.5303717375508493,0.1022211968368629,130.98940364974786,88.23001018449519,209.7630622823716,0.43165,0.00023,0.56812,1.64493,0.00088,2.16496,3.81077,0.37507,0.99983,0.00493,1368.62231,148.40842,0.38547
DME/THF,TFSI,2.5,20.0,20.0,11.2,8071.0,8028.0,4176748.0,10.2,8.0,90.12,72.11,280.15,0.2397104298008006,0.4794208596016013,0.140434355298799,135.53372116858102,108.8495765108916,209.7630622823716,0.18233,0.46571,0.35196,0.68859,1.75882,1.3292,3.77661,0.59677,0.48503,0.13161,1214.66419,183.20741,0.58585
DME/DCD,BF4,0.5,20.0,3.2,7.3,8071.0,19869.0,26255.0,10.2,16.7,90.12,156.95,86.81,0.2937703068724625,0.587540613744925,0.0593445396913061,135.53372116858102,143.47530021417475,72.88470609916,0.5956621305,0.001782516403,0.4025553531,1.80541943,0.00540271,1.22012332,3.03094546,0.63675555,0.99945648,0.20421442,1428.04675,163.821442,0.2020099999999999
DMA/DCM,BF4,2.5,27.8,1.0,7.3,31374.0,6344.0,26255.0,13.6,20.4,87.12,84.93,86.81,0.2333776750916007,0.4667553501832014,0.1499334873625989,130.98940364974786,88.23001018449519,72.88470609916,0.3128068722,4.13e-06,0.6871889951,1.24131376,1.64e-05,2.72697703,3.96830719,0.263408,0.99999475,0.00409158,1298.55212,135.233521,0.6424500000000001
MPL/DCM,TFSI,2.0,27.3,1.0,11.2,13387.0,6344.0,4176748.0,13.3,20.4,99.13,84.93,280.15,0.2453409748868978,0.4906819497737956,0.1319885376696533,139.65543911138744,88.23001018449519,209.7630622823716,0.31833,0.00073,0.45551,1.54152,0.00353,2.20584,3.75089,0.21365,0.99905,0.00396,1462.71973,160.02274,0.53798
MPL/DCD,TFSI,0.2,27.3,3.2,11.2,13387.0,19869.0,4176748.0,13.3,16.7,99.13,156.95,280.15,0.3159346040644355,0.631869208128871,0.0260980939033467,139.65543911138744,143.47530021417475,209.7630622823716,0.78203,0.00166,0.21632,2.93361,0.00621,0.81147,3.75129,0.76368,0.99975,0.30841,1489.56458,161.9648,0.082606
MPL/DCD,PF6,2.5,27.3,3.2,-6.2,13387.0,19869.0,9886.0,13.3,16.7,99.13,156.95,144.964,0.1974275194219322,0.3948550388438644,0.2038587208671016,139.65543911138744,143.47530021417475,98.22421574221886,0.3109950164,0.04523250711,0.6437724765,1.25053543,0.18188347,2.58865978,4.0210786800000005,0.043209101,0.90633614,0.003502157,1645.6947,191.350616,1.032575
DEA/DCD,BF4,2.5,32.2,3.2,7.3,12703.0,19869.0,26255.0,13.6,16.7,115.17,156.95,86.81,0.1943502385649178,0.3887004771298357,0.2084746421526232,177.36010258286555,143.47530021417475,72.88470609916,0.2887550385,0.01669798105,0.6945469805,1.0737015,0.06208947,2.5825909,3.71838187,0.1042613,0.96672749,0.00293949,1481.66443,198.035828,1.0726749999999998
DMA/DCD,TFSI,2.5,27.8,3.2,11.2,31374.0,19869.0,4176748.0,13.6,16.7,87.12,156.95,280.15,0.1997962078679746,0.3995924157359493,0.200305688198038,130.98940364974786,143.47530021417475,209.7630622823716,0.26548,0.07327,0.66126,0.97053,0.26784,2.41741,3.65578,0.12077,0.8661,0.00601,1671.34851,227.65208,1.00255
DME/DMA,TFSI,2.0,20.0,27.8,11.2,8071.0,31374.0,4176748.0,10.2,13.6,90.12,87.12,280.15,0.2464608225876414,0.4929216451752829,0.1303087661185378,135.53372116858102,130.98940364974786,209.7630622823716,0.2305,0.33655,0.43295,0.81113,1.18432,1.52355,3.519,0.5713,0.68733,0.0601,1185.03638,194.15733,0.5287200000000001
DEA/DCM,TFSI,2.0,32.2,1.0,11.2,12703.0,6344.0,4176748.0,13.6,20.4,115.17,84.93,280.15,0.2415388925924852,0.4830777851849704,0.1376916611112721,177.36010258286555,88.23001018449519,209.7630622823716,0.4307,0.00124,0.56806,1.57246,0.00454,2.07394,3.65094,0.15294,0.99872,0.0075,1386.32153,178.679,0.5700600000000001
DMA/DCD,PF6,2.0,27.8,3.2,-6.2,31374.0,19869.0,9886.0,13.6,16.7,87.12,156.95,144.964,0.2171986585810846,0.4343973171621692,0.1742020121283731,130.98940364974786,143.47530021417475,98.22421574221886,0.3462510219,0.03598698871,0.6177619894,1.39598994,0.14508975,2.49064831,4.031728,0.081978934,0.94184563,0.007006953,1599.11682,180.782806,0.80204
DEA/DCM,BF4,1.0,32.2,1.0,7.3,12703.0,6344.0,26255.0,13.6,20.4,115.17,84.93,86.81,0.2801073371315888,0.5602146742631776,0.0798389943026167,177.36010258286555,88.23001018449519,72.88470609916,0.5665733417,2.68e-06,0.4334239826,2.13870743,1.01e-05,1.63609373,3.77481126,0.44070109,0.99999857,0.02383391,1195.09229,144.255569,0.28503
DME/DMA,TFSI,1.0,20.0,27.8,11.2,8071.0,31374.0,4176748.0,10.2,13.6,90.12,87.12,280.15,0.2833888775533338,0.5667777551066676,0.0749166836699993,135.53372116858102,130.98940364974786,209.7630622823716,0.26884,0.35121,0.37995,0.92179,1.20423,1.30278,3.4288,0.7564,0.8409,0.08549,1064.58545,176.72026,0.26436
MPL/DCM,TFSI,0.2,27.3,1.0,11.2,13387.0,6344.0,4176748.0,13.3,20.4,99.13,84.93,280.15,0.3217921505884291,0.6435843011768583,0.0173117741173563,139.65543911138744,88.23001018449519,209.7630622823716,0.75673,0.0,0.24327,2.94051,0.0,0.94529,3.8858,0.84988,1.0,0.24509,1247.1803,125.75795,0.053798
DME/DCM,TFSI,1.5,20.0,1.0,11.2,8071.0,6344.0,4176748.0,10.2,20.4,90.12,84.93,280.15,0.2645544638274681,0.5291089276549363,0.1031683042587977,135.53372116858102,88.23001018449519,209.7630622823716,0.43283,0.00082,0.56636,1.50416,0.00285,1.9682,3.47521,0.41732,0.99945,0.04864,1351.53113,151.8656,0.38997
DEA/DCM,BF4,0.5,32.2,1.0,7.3,12703.0,6344.0,26255.0,13.6,20.4,115.17,84.93,86.81,0.3044112230329708,0.6088224460659416,0.0433831654505438,177.36010258286555,88.23001018449519,72.88470609916,0.6405184485,1.12e-06,0.3594804299,2.43261241,4.26e-06,1.36526365,3.79788032,0.66200789,0.9999997,0.08201824,1164.77332,141.662231,0.142515
MPL/DCD,TFSI,2.5,27.3,3.2,11.2,13387.0,19869.0,4176748.0,13.3,16.7,99.13,156.95,280.15,0.1974275194219322,0.3948550388438644,0.2038587208671016,139.65543911138744,143.47530021417475,209.7630622823716,0.27453,0.08364,0.64182,0.9757,0.29727,2.28105,3.55402,0.10071,0.84691,0.00299,1686.15955,232.41843,1.032575
DMA/DCD,TFSI,1.5,27.8,3.2,11.2,31374.0,19869.0,4176748.0,13.6,16.7,87.12,156.95,280.15,0.2379218950003093,0.4758437900006186,0.143117157499536,130.98940364974786,143.47530021417475,209.7630622823716,0.39422,0.04517,0.56062,1.43213,0.16409,2.03664,3.63286,0.16859,0.9508,0.01026,1595.33301,198.75769,0.60153
DME/THF,TFSI,1.5,20.0,20.0,11.2,8071.0,8028.0,4176748.0,10.2,8.0,90.12,72.11,280.15,0.270049851202532,0.540099702405064,0.094925223196202,135.53372116858102,108.8495765108916,209.7630622823716,0.20479,0.52269,0.27252,0.75858,1.93612,1.00946,3.70416,0.73347,0.65987,0.235,1094.13538,169.40572,0.35151
MPL/DCD,PF6,0.5,27.3,3.2,-6.2,13387.0,19869.0,9886.0,13.3,16.7,99.13,156.95,144.964,0.2929947876227282,0.5859895752454565,0.0605078185659077,139.65543911138744,143.47530021417475,98.22421574221886,0.6634486268,0.01116106109,0.3253903121,2.61327007,0.04396251,1.28168592,3.9389185,0.499398003,0.99551141,0.140931189,1507.8291,162.842392,0.2065149999999999
DMSO/DCM,BF4,1.0,29.8,1.0,7.3,679.0,6344.0,26255.0,19.3,20.4,78.14,84.93,86.81,0.2860411899313501,0.5720823798627002,0.0709382151029748,104.6290690568062,88.23001018449519,72.88470609916,0.7635027089,0.0001450301209,0.236352261,3.04937558,0.00057924,0.94397414,3.99392896,0.2491494,0.99992868,0.28767708,1294.54517,115.890366,0.248
DEA/DCD,TFSI,0.2,32.2,3.2,11.2,12703.0,19869.0,4176748.0,13.6,16.7,115.17,156.95,280.15,0.3152954886260305,0.630590977252061,0.0270567670609541,177.36010258286555,143.47530021417475,209.7630622823716,0.81188,0.00249,0.18563,2.95788,0.00907,0.67629,3.64324,0.75322,0.99962,0.41562,1405.89575,178.25281,0.085814
MPL/DCM,TFSI,0.5,27.3,1.0,11.2,13387.0,6344.0,4176748.0,13.3,20.4,99.13,84.93,280.15,0.3059048819360108,0.6118097638720216,0.0411426770959837,139.65543911138744,88.23001018449519,209.7630622823716,0.60951,4e-05,0.39046,2.3726,0.00014,1.5199,3.89264,0.68788,0.99999,0.11766,1285.34387,132.03764,0.134495
MPL/DCM,BF4,0.5,27.3,1.0,7.3,13387.0,6344.0,26255.0,13.3,20.4,99.13,84.93,86.81,0.3059048819360108,0.6118097638720216,0.0411426770959837,139.65543911138744,88.23001018449519,72.88470609916,0.5038792369,5.77e-07,0.496120186,1.98192477,2.27e-06,1.95140584,3.93333288,0.7409565,0.99999985,0.09091477,1241.47473,125.384163,0.134495
DME/DCM,BF4,1.0,20.0,1.0,7.3,8071.0,6344.0,26255.0,10.2,20.4,90.12,84.93,86.81,0.2840941374333799,0.5681882748667598,0.0738587938499301,135.53372116858102,88.23001018449519,72.88470609916,0.4465314195,5.53e-06,0.5534630456,1.40374202,1.74e-05,1.73989847,3.14365789,0.6374914,0.99999775,0.01214532,1191.68494,131.986801,0.25998
DMSO/DCM,TFSI,0.5,29.8,1.0,11.2,679.0,6344.0,4176748.0,19.3,20.4,78.14,84.93,280.15,0.3078817733990147,0.6157635467980295,0.0381773399014778,104.6290690568062,88.23001018449519,209.7630622823716,0.96523,0.02091,0.01386,3.94371,0.08545,0.05663,4.08579,0.51445,0.99474,0.94367,1323.89746,118.33946,0.124
DMSO/DCM,PF6,2.0,29.8,1.0,-6.2,679.0,6344.0,9886.0,19.3,20.4,78.14,84.93,144.964,0.250501002004008,0.501002004008016,0.1242484969939879,104.6290690568062,88.23001018449519,98.22421574221886,0.4996179469,0.0001031521392,0.5002789009,2.00923136,0.00041483,2.01188941,4.0215356,0.006560333,0.99989723,0.04591528,1417.79053,126.072433,0.496
DEA/DCM,PF6,1.5,32.2,1.0,-6.2,12703.0,6344.0,9886.0,13.6,20.4,115.17,84.93,144.964,0.2593973162753658,0.5187946325507317,0.1109040255869512,177.36010258286555,88.23001018449519,98.22421574221886,0.5922337305,9.22e-06,0.4077570449,2.19568,3.42e-05,1.51174096,3.70745516,0.149293737,0.99999272,0.172231881,1278.59607,151.281754,0.427545
DME/DCM,TFSI,2.0,20.0,1.0,11.2,8071.0,6344.0,4176748.0,10.2,20.4,90.12,84.93,280.15,0.2475296540525555,0.495059308105111,0.1287055189211667,135.53372116858102,88.23001018449519,209.7630622823716,0.37837,0.00114,0.62049,1.34277,0.00404,2.20203,3.54884,0.30256,0.99895,0.02743,1395.80652,162.07542,0.5199600000000001
DMSO/DCM,TFSI,2.5,29.8,1.0,11.2,679.0,6344.0,4176748.0,19.3,20.4,78.14,84.93,280.15,0.2358490566037735,0.4716981132075471,0.1462264150943396,104.6290690568062,88.23001018449519,209.7630622823716,0.41416,5e-05,0.58579,1.61447,0.00021,2.28353,3.89821,0.00213,0.99994,0.01009,1512.21716,155.61586,0.62
DEA/DCD,TFSI,2.0,32.2,3.2,11.2,12703.0,19869.0,4176748.0,13.6,16.7,115.17,156.95,280.15,0.2120315163645924,0.4240630327291849,0.1819527254531113,177.36010258286555,143.47530021417475,209.7630622823716,0.32598,0.05921,0.61482,1.11292,0.20214,2.09906,3.41412,0.12747,0.91353,0.01027,1598.74194,233.38165,0.8581399999999999
MPL/DCM,TFSI,1.0,27.3,1.0,11.2,13387.0,6344.0,4176748.0,13.3,20.4,99.13,84.93,280.15,0.282647160243981,0.565294320487962,0.0760292596340284,139.65543911138744,88.23001018449519,209.7630622823716,0.56292,0.0,0.43708,2.14933,0.0,1.66885,3.81818,0.43166,1.0,0.01002,1347.80908,141.83412,0.26899
DME/DEA,TFSI,1.0,20.0,32.2,11.2,8071.0,12703.0,4176748.0,10.2,13.6,90.12,115.17,280.15,0.2746558562121661,0.5493117124243323,0.0880162156817507,135.53372116858102,177.36010258286555,209.7630622823716,0.13274,0.68443,0.18283,0.47272,2.43741,0.65108,3.5612099999999995,0.84953,0.61206,0.44868,1061.70569,214.50378,0.32046
DEA/DCD,TFSI,1.5,32.2,3.2,11.2,12703.0,19869.0,4176748.0,13.6,16.7,115.17,156.95,280.15,0.2332519284103181,0.4665038568206363,0.1501221073845227,177.36010258286555,143.47530021417475,209.7630622823716,0.38548,0.04729,0.56723,1.32857,0.16297,1.95499,3.44653,0.20871,0.94765,0.0094,1546.44556,219.38777,0.643605
DEA/DCM,BF4,2.0,32.2,1.0,7.3,12703.0,6344.0,26255.0,13.6,20.4,115.17,84.93,86.81,0.2415388925924852,0.4830777851849704,0.1376916611112721,177.36010258286555,88.23001018449519,72.88470609916,0.4080441145,5.12e-06,0.5919507642,1.53775221,1.93e-05,2.23082153,3.76859304,0.23087885,0.99999452,0.00717821,1246.56897,150.288269,0.5700600000000001
DME/DCD,TFSI,2.0,20.0,3.2,11.2,8071.0,19869.0,4176748.0,10.2,16.7,90.12,156.95,280.15,0.2166340271399109,0.4332680542798218,0.1750489592901336,135.53372116858102,143.47530021417475,209.7630622823716,0.30351,0.04286,0.65364,1.04217,0.14716,2.24445,3.43378,0.15816,0.94103,0.00199,1621.09314,216.91316,0.8080399999999999
DEA/DCM,PF6,0.5,32.2,1.0,-6.2,12703.0,6344.0,9886.0,13.6,20.4,115.17,84.93,144.964,0.3044112230329708,0.6088224460659416,0.0433831654505438,177.36010258286555,88.23001018449519,98.22421574221886,0.8687044006,1.11e-06,0.1312944943,3.34874533,4.26e-06,0.50612363,3.85487322,0.529261225,0.9999997,0.65242057,1179.02441,143.733551,0.142515
DMSO/DCD,BF4,1.5,29.8,3.2,7.3,679.0,19869.0,26255.0,19.3,16.7,78.14,156.95,86.81,0.2394567205923201,0.4789134411846402,0.1408149191115197,104.6290690568062,143.47530021417475,72.88470609916,0.4093995995,0.006982478481,0.5836179221,1.62820115,0.02776964,2.32107548,3.97704627,0.04849382,0.99187075,0.02082563,1571.09363,157.501968,0.5880599999999999
DMA/DCD,BF4,2.0,27.8,3.2,7.3,31374.0,19869.0,26255.0,13.6,16.7,87.12,156.95,86.81,0.2171986585810846,0.4343973171621692,0.1742020121283731,130.98940364974786,143.47530021417475,72.88470609916,0.3102373535,0.005110720163,0.6846519264,1.21625529,0.02003608,2.68411111,3.92040248,0.15116662,0.99196864,0.00039623,1515.927,173.986328,0.80204
DMA/DCM,PF6,1.0,27.8,1.0,-6.2,31374.0,6344.0,9886.0,13.6,20.4,87.12,84.93,144.964,0.2845792211635875,0.569158442327175,0.0731311682546187,130.98940364974786,88.23001018449519,98.22421574221886,0.5413735023,1.47e-06,0.4586250307,2.16988974,5.88e-06,1.83822397,4.00811959,0.466666006,0.99999925,0.049511642,1265.9585,129.181015,0.25698
DEA/DCM,PF6,2.5,32.2,1.0,-6.2,12703.0,6344.0,9886.0,13.6,20.4,115.17,84.93,144.964,0.2259810401907279,0.4519620803814559,0.161028439713908,177.36010258286555,88.23001018449519,98.22421574221886,0.4344419125,1.54e-05,0.5655426914,1.60840439,5.7e-05,2.09376978,3.70223117,0.075937945,0.99997973,0.041498136,1341.88123,162.004745,0.7125750000000001
DME/DCD,PF6,2.5,20.0,3.2,-6.2,8071.0,19869.0,9886.0,10.2,16.7,90.12,156.95,144.964,0.1991992191390609,0.3983984382781219,0.2012011712914085,135.53372116858102,143.47530021417475,98.22421574221886,0.2695032323,0.02252666375,0.707970104,0.95066779,0.0794624,2.49735177,3.52748196,0.040939845,0.95991784,0.003844153,1609.68518,191.439133,1.01005
THF/DME,TFSI,1.5,20.0,20.0,11.2,8028.0,8071.0,4176748.0,8.0,10.2,72.11,90.12,280.15,0.2661662740714124,0.5323325481428248,0.1007505888928814,108.8495765108916,135.53372116858102,209.7630622823716,0.23648,0.46677,0.29675,0.79861,1.57632,1.00213,3.37706,0.69782,0.70178,0.26934,1099.29407,181.57571,0.378525
