formulation,Anion,molality,Solvent DN,Diluent DN,Anion DN,Solvent CID,Diluent CID,Anion CID,Solvent AN,Diluent AN,Solvent molar mass,Diluent molar mass,Anion molar mass,solvent molar ratio,diluent molar ratio,anion molar ratio,solvent volume,diluent volume,anion volume,Fractional CN solvent,Fractional CN diluent,Fractional CN anion,CN solvent,CN diluent,CN anion,CN total,Fraction Free Solvents,Fraction Free Diluents,Fraction Free Anions,Density [kg/m3],Volume [nm3],anion to solvent ratio
DEA/DCM,BF4,1.5,32.2,1.0,7.3,12703.0,6344.0,26255.0,13.6,20.4,115.17,84.93,86.81,0.2593973162753658,0.5187946325507317,0.1109040255869512,177.36010258286555,88.23001018449519,72.88470609916,0.4705203506,3.05e-06,0.5294765971,1.78820601,1.16e-05,2.0122684,3.80048601,0.30201703,0.99999752,0.00990338,1221.92236,147.26825,0.427545
DMSO/DCM,TFSI,2.0,29.8,1.0,11.2,679.0,6344.0,4176748.0,19.3,20.4,78.14,84.93,280.15,0.250501002004008,0.501002004008016,0.1242484969939879,104.6290690568062,88.23001018449519,209.7630622823716,0.50206,0.01068,0.48727,2.00121,0.04256,1.94226,3.98603,0.00892,0.98948,0.04312,1481.88196,145.6123,0.496
DEA/DCM,BF4,2.5,32.2,1.0,7.3,12703.0,6344.0,26255.0,13.6,20.4,115.17,84.93,86.81,0.2259810401907279,0.4519620803814559,0.161028439713908,177.36010258286555,88.23001018449519,72.88470609916,0.3632713467,8.84e-06,0.6367198141,1.36854655,3.33e-05,2.39870475,3.7672846,0.17670753,0.99998814,0.00423354,1276.18335,152.71814,0.7125750000000001
MPL/DCD,TFSI,0.5,27.3,3.2,11.2,13387.0,19869.0,4176748.0,13.3,16.7,99.13,156.95,280.15,0.2929947876227282,0.5859895752454565,0.0605078185659077,139.65543911138744,143.47530021417475,209.7630622823716,0.61487,0.02693,0.3582,2.22114,0.09727,1.29396,3.61237,0.55573,0.99007,0.09203,1525.55737,170.95508,0.2065149999999999
MPL/DCM,PF6,2.5,27.3,1.0,-6.2,13387.0,6344.0,9886.0,13.3,20.4,99.13,84.93,144.964,0.2301522457105375,0.460304491421075,0.1547716314341937,139.65543911138744,88.23001018449519,98.22421574221886,0.4035953667,1.38e-05,0.5963908615,1.61769243,5.52e-05,2.39045604,4.00820367,0.082882342,0.99998153,0.005934008,1415.59314,144.807587,0.672475
DMA/DCM,PF6,2.0,27.8,1.0,-6.2,31374.0,6344.0,9886.0,13.6,20.4,87.12,84.93,144.964,0.2482670956722079,0.4965341913444159,0.127599356491688,130.98940364974786,88.23001018449519,98.22421574221886,0.4478332535,5.25e-06,0.5521614974,1.80019537,2.11e-05,2.21957294,4.01978941,0.159846212,0.99999459,0.028066725,1350.57251,137.149628,0.5139600000000001
DEA/DCM,PF6,0.5,32.2,1.0,-6.2,12703.0,6344.0,9886.0,13.6,20.4,115.17,84.93,144.964,0.3044112230329708,0.6088224460659416,0.0433831654505438,177.36010258286555,88.23001018449519,98.22421574221886,0.8687044006,1.11e-06,0.1312944943,3.34874533,4.26e-06,0.50612363,3.85487322,0.529261225,0.9999997,0.65242057,1179.02441,143.733551,0.142515
DMSO/DCM,BF4,0.5,29.8,1.0,7.3,679.0,6344.0,26255.0,19.3,20.4,78.14,84.93,86.81,0.3078817733990147,0.6157635467980295,0.0381773399014778,104.6290690568062,88.23001018449519,72.88470609916,0.8781467721,0.000145699326,0.1217075286,3.51320605,0.0005829,0.4869159,4.00070485,0.56745106,0.99996412,0.58706333,1270.67236,112.991302,0.124
DME/THF,TFSI,2.0,20.0,20.0,11.2,8071.0,8028.0,4176748.0,10.2,8.0,90.12,72.11,280.15,0.2539772842716947,0.5079545685433895,0.1190340735924578,135.53372116858102,108.8495765108916,209.7630622823716,0.16901,0.51595,0.31504,0.63558,1.94024,1.1847,3.760520000000001,0.70225,0.54553,0.15858,1158.96924,175.97028,0.46868
DEA/DCM,TFSI,1.0,32.2,1.0,11.2,12703.0,6344.0,4176748.0,13.6,20.4,115.17,84.93,280.15,0.2801073371315888,0.5602146742631776,0.0798389943026167,177.36010258286555,88.23001018449519,209.7630622823716,0.62582,1e-05,0.37418,2.35013,3e-05,1.40514,3.7553,0.35078,1.0,0.07232,1287.18347,157.25804,0.28503
DEA/DME,TFSI,2.0,32.2,20.0,11.2,12703.0,8071.0,4176748.0,13.6,10.2,115.17,90.12,280.15,0.2391406242526855,0.478281248505371,0.1412890636209716,177.36010258286555,135.53372116858102,209.7630622823716,0.33285,0.32423,0.34292,1.1273,1.09808,1.1614,3.38678,0.34266,0.67685,0.22066,1171.27686,219.23903,0.5908200000000001
DMSO/DCM,PF6,2.0,29.8,1.0,-6.2,679.0,6344.0,9886.0,19.3,20.4,78.14,84.93,144.964,0.250501002004008,0.501002004008016,0.1242484969939879,104.6290690568062,88.23001018449519,98.22421574221886,0.4996179469,0.0001031521392,0.5002789009,2.00923136,0.00041483,2.01188941,4.0215356,0.006560333,0.99989723,0.04591528,1417.79053,126.072433,0.496
DMSO/DCM,TFSI,1.0,29.8,1.0,11.2,679.0,6344.0,4176748.0,19.3,20.4,78.14,84.93,280.15,0.2860411899313501,0.5720823798627002,0.0709382151029748,104.6290690568062,88.23001018449519,209.7630622823716,0.89835,0.00033,0.10131,3.59478,0.00134,0.4054,4.00152,0.11484,0.99984,0.68958,1388.55212,126.90488,0.248
DME/DCM,TFSI,0.2,20.0,1.0,11.2,8071.0,6344.0,4176748.0,10.2,20.4,90.12,84.93,280.15,0.3221657787777804,0.6443315575555608,0.0167513318333294,135.53372116858102,88.23001018449519,209.7630622823716,0.62866,0.0,0.37134,1.99297,0.0,1.17721,3.17018,0.89826,1.0,0.22595,1162.36853,130.64752,0.051996
DMA/DCD,TFSI,0.2,27.8,3.2,11.2,31374.0,19869.0,4176748.0,13.6,16.7,87.12,156.95,280.15,0.3164148426405704,0.6328296852811409,0.0253777360391443,130.98940364974786,143.47530021417475,209.7630622823716,0.78605,0.00144,0.21251,2.97656,0.00544,0.80473,3.78673,0.7676,0.99979,0.29949,1466.95666,159.60849,0.080204
THF/DME,TFSI,1.0,20.0,20.0,11.2,8028.0,8071.0,4176748.0,8.0,10.2,72.11,90.12,280.15,0.2853311267726196,0.5706622535452393,0.0720033098410705,108.8495765108916,135.53372116858102,209.7630622823716,0.26486,0.48736,0.24778,0.87658,1.61297,0.82005,3.3096,0.77888,0.79656,0.32122,1024.77588,175.24188,0.25235
DME/DCM,PF6,1.0,20.0,1.0,-6.2,8071.0,6344.0,9886.0,10.2,20.4,90.12,84.93,144.964,0.2840941374333799,0.5681882748667598,0.0738587938499301,135.53372116858102,88.23001018449519,98.22421574221886,0.7501115019,1.17e-06,0.2498873324,2.24588945,3.49e-06,0.7481812,2.99407414,0.419980953,0.99999955,0.342730538,1240.33362,133.391006,0.25998
DMA/DCM,TFSI,1.0,27.8,1.0,11.2,31374.0,6344.0,4176748.0,13.6,20.4,87.12,84.93,280.15,0.2845792211635875,0.569158442327175,0.0731311682546187,130.98940364974786,88.23001018449519,209.7630622823716,0.5005,0.0,0.4995,1.88876,0.0,1.88501,3.77377,0.5194,1.0,0.02703,1319.92236,138.35428,0.25698
MPL/DME,TFSI,1.0,27.3,20.0,11.2,13387.0,8071.0,4176748.0,13.3,10.2,99.13,90.12,280.15,0.2809983308699146,0.5619966617398293,0.078502503695128,139.65543911138744,135.53372116858102,209.7630622823716,0.27181,0.42114,0.30706,0.8816,1.36594,0.99592,3.24346,0.75694,0.80926,0.21789,1081.49329,183.83679,0.27937
DME/DCD,BF4,1.0,20.0,3.2,7.3,8071.0,19869.0,26255.0,10.2,16.7,90.12,156.95,86.81,0.2626022835894581,0.5252045671789162,0.1060965746158128,135.53372116858102,143.47530021417475,72.88470609916,0.4663198643,0.001199307938,0.5324808278,1.45148825,0.00373302,1.65742385,3.11264512,0.41595983,0.99924891,0.02553044,1460.78442,167.365921,0.4040199999999999
DME/DCD,BF4,1.5,20.0,3.2,7.3,8071.0,19869.0,26255.0,10.2,16.7,90.12,156.95,86.81,0.2374135221245661,0.4748270442491322,0.1438797168131508,135.53372116858102,143.47530021417475,72.88470609916,0.3529579494,0.0008428529447,0.6461991977,1.1559233,0.00276031,2.11627677,3.27496038,0.30238969,0.99916693,0.00778742,1473.44153,173.082108,0.60603
DME/DCM,TFSI,2.0,20.0,1.0,11.2,8071.0,6344.0,4176748.0,10.2,20.4,90.12,84.93,280.15,0.2475296540525555,0.495059308105111,0.1287055189211667,135.53372116858102,88.23001018449519,209.7630622823716,0.37837,0.00114,0.62049,1.34277,0.00404,2.20203,3.54884,0.30256,0.99895,0.02743,1395.80652,162.07542,0.5199600000000001
DME/DCD,TFSI,2.5,20.0,3.2,11.2,8071.0,19869.0,4176748.0,10.2,16.7,90.12,156.95,280.15,0.1991992191390609,0.3983984382781219,0.2012011712914085,135.53372116858102,143.47530021417475,209.7630622823716,0.25681,0.03377,0.70942,0.87194,0.115,2.4087,3.39564,0.12031,0.94218,0.00096,1660.74365,230.96605,1.01005
DMA/DCM,PF6,1.5,27.8,1.0,-6.2,31374.0,6344.0,9886.0,13.6,20.4,87.12,84.93,144.964,0.2651858687754246,0.5303717375508493,0.1022211968368629,130.98940364974786,88.23001018449519,98.22421574221886,0.4885346284,3.02e-06,0.5114623484,1.95529872,1.21e-05,2.04706405,4.00237487,0.282818442,0.99999767,0.021672354,1313.33228,132.779922,0.38547
MPL/DCM,PF6,2.0,27.3,1.0,-6.2,13387.0,6344.0,9886.0,13.3,20.4,99.13,84.93,144.964,0.2453409748868978,0.4906819497737956,0.1319885376696533,139.65543911138744,88.23001018449519,98.22421574221886,0.4802150534,1.05e-05,0.5197744302,1.91330378,4.19e-05,2.0709188,3.98426448,0.115453386,0.99998874,0.023296321,1384.9397,139.998901,0.53798
DEA/DCM,TFSI,0.5,32.2,1.0,11.2,12703.0,6344.0,4176748.0,13.6,20.4,115.17,84.93,280.15,0.3044112230329708,0.6088224460659416,0.0433831654505438,177.36010258286555,88.23001018449519,209.7630622823716,0.75015,0.00055,0.2493,2.80824,0.00205,0.93329,3.74358,0.60373,0.99986,0.271,1209.43408,148.84235,0.142515
DME/DMA,TFSI,2.0,20.0,27.8,11.2,8071.0,31374.0,4176748.0,10.2,13.6,90.12,87.12,280.15,0.2464608225876414,0.4929216451752829,0.1303087661185378,135.53372116858102,130.98940364974786,209.7630622823716,0.2305,0.33655,0.43295,0.81113,1.18432,1.52355,3.519,0.5713,0.68733,0.0601,1185.03638,194.15733,0.5287200000000001
DMA/DCD,TFSI,2.0,27.8,3.2,11.2,31374.0,19869.0,4176748.0,13.6,16.7,87.12,156.95,280.15,0.2171986585810846,0.4343973171621692,0.1742020121283731,130.98940364974786,143.47530021417475,209.7630622823716,0.30357,0.08504,0.61139,1.09093,0.30561,2.19715,3.59369,0.18042,0.87752,0.00596,1653.74206,211.05087,0.80204
DEA/DCM,PF6,2.0,32.2,1.0,-6.2,12703.0,6344.0,9886.0,13.6,20.4,115.17,84.93,144.964,0.2415388925924852,0.4830777851849704,0.1376916611112721,177.36010258286555,88.23001018449519,98.22421574221886,0.4994591161,1.19e-05,0.5005289373,1.88970895,4.52e-05,1.89375663,3.78351078,0.087715134,0.99998716,0.101909455,1315.6344,156.033905,0.5700600000000001
DME/DCM,PF6,2.5,20.0,1.0,-6.2,8071.0,6344.0,9886.0,10.2,20.4,90.12,84.93,144.964,0.2325635479894881,0.4651270959789762,0.1511546780157678,135.53372116858102,88.23001018449519,98.22421574221886,0.4400377748,1.29e-05,0.5599493025,1.44378059,4.24e-05,1.83721485,3.28103784,0.063515593,0.99998626,0.031219272,1357.00122,146.087311,0.64995
DME/DMA,TFSI,1.0,20.0,27.8,11.2,8071.0,31374.0,4176748.0,10.2,13.6,90.12,87.12,280.15,0.2833888775533338,0.5667777551066676,0.0749166836699993,135.53372116858102,130.98940364974786,209.7630622823716,0.26884,0.35121,0.37995,0.92179,1.20423,1.30278,3.4288,0.7564,0.8409,0.08549,1064.58545,176.72026,0.26436
MPL/DCD,TFSI,2.5,27.3,3.2,11.2,13387.0,19869.0,4176748.0,13.3,16.7,99.13,156.95,280.15,0.1974275194219322,0.3948550388438644,0.2038587208671016,139.65543911138744,143.47530021417475,209.7630622823716,0.27453,0.08364,0.64182,0.9757,0.29727,2.28105,3.55402,0.10071,0.84691,0.00299,1686.15955,232.41843,1.032575
DEA/DCD,TFSI,0.5,32.2,3.2,11.2,12703.0,19869.0,4176748.0,13.6,16.7,115.17,156.95,280.15,0.2916242596389108,0.5832485192778216,0.0625636105416337,177.36010258286555,143.47530021417475,209.7630622823716,0.63414,0.01185,0.35401,2.23591,0.04178,1.24819,3.52588,0.53934,0.99555,0.14059,1452.73096,186.61612,0.2145349999999999
DMA/DCD,BF4,2.5,27.8,3.2,7.3,31374.0,19869.0,26255.0,13.6,16.7,87.12,156.95,86.81,0.1997962078679746,0.3995924157359493,0.200305688198038,130.98940364974786,143.47530021417475,72.88470609916,0.2664108375,0.01683569176,0.7167534708,1.04404119,0.06597763,2.80889529,3.91891411,0.10075097,0.96701681,0.0047334,1540.11231,177.99617,1.00255
DMSO/DCM,TFSI,0.2,29.8,1.0,11.2,679.0,6344.0,4176748.0,19.3,20.4,78.14,84.93,280.15,0.3226639132679401,0.6453278265358803,0.0160041300980898,104.6290690568062,88.23001018449519,209.7630622823716,0.99894,0.00017,0.00089,3.99682,0.00069,0.00356,4.00107,0.80796,0.99998,0.99644,1284.73535,112.67051,0.0496
MPL/DCM,PF6,1.0,27.3,1.0,-6.2,13387.0,6344.0,9886.0,13.3,20.4,99.13,84.93,144.964,0.282647160243981,0.565294320487962,0.0760292596340284,139.65543911138744,88.23001018449519,98.22421574221886,0.6024218526,2.26e-06,0.3975758908,2.39998281,8.99e-06,1.58389889,3.98389069,0.397882508,0.9999988,0.078294962,1299.65723,131.718079,0.26899
DMA/DCM,TFSI,2.0,27.8,1.0,11.2,31374.0,6344.0,4176748.0,13.6,20.4,87.12,84.93,280.15,0.2482670956722079,0.4965341913444159,0.127599356491688,130.98940364974786,88.23001018449519,209.7630622823716,0.39937,0.00052,0.60011,1.49326,0.00194,2.24384,3.73904,0.24919,0.9995,0.0015,1429.77612,156.39735,0.5139600000000001
DME/THF,TFSI,2.5,20.0,20.0,11.2,8071.0,8028.0,4176748.0,10.2,8.0,90.12,72.11,280.15,0.2397104298008006,0.4794208596016013,0.140434355298799,135.53372116858102,108.8495765108916,209.7630622823716,0.18233,0.46571,0.35196,0.68859,1.75882,1.3292,3.77661,0.59677,0.48503,0.13161,1214.66419,183.20741,0.58585
DMSO/DCM,PF6,2.5,29.8,1.0,-6.2,679.0,6344.0,9886.0,19.3,20.4,78.14,84.93,144.964,0.2358490566037735,0.4716981132075471,0.1462264150943396,104.6290690568062,88.23001018449519,98.22421574221886,0.3984106066,7.070183879e-05,0.6015186915,1.61929695,0.00028736,2.44480786,4.06439217,0.001899304,0.99991112,0.014148564,1438.14136,131.479553,0.62
DEA/DCM,PF6,1.0,32.2,1.0,-6.2,12703.0,6344.0,9886.0,13.6,20.4,115.17,84.93,144.964,0.2801073371315888,0.5602146742631776,0.0798389943026167,177.36010258286555,88.23001018449519,98.22421574221886,0.7546881413,2.4e-06,0.2453094572,2.84090795,9.04e-06,0.92342989,3.76434688,0.239172426,0.99999872,0.40488933,1234.50964,146.876694,0.28503
DMSO/DCD,TFSI,0.5,29.8,3.2,11.2,679.0,19869.0,4176748.0,19.3,16.7,78.14,156.95,280.15,0.2948078442471197,0.5896156884942394,0.0577882336293204,104.6290690568062,143.47530021417475,209.7630622823716,0.89964,0.018,0.08236,3.64221,0.07288,0.33342,4.04851,0.28908,0.9929,0.71036,1559.51599,158.86807,0.19602
DME/DCM,TFSI,1.0,20.0,1.0,11.2,8071.0,6344.0,4176748.0,10.2,20.4,90.12,84.93,280.15,0.2840941374333799,0.5681882748667598,0.0738587938499301,135.53372116858102,88.23001018449519,209.7630622823716,0.50115,1e-05,0.49884,1.68643,2e-05,1.67866,3.36511,0.56447,1.0,0.0746,1276.87183,144.69185,0.25998
DMA/DCM,BF4,2.0,27.8,1.0,7.3,31374.0,6344.0,26255.0,13.6,20.4,87.12,84.93,86.81,0.2482670956722079,0.4965341913444159,0.127599356491688,130.98940364974786,88.23001018449519,72.88470609916,0.3473717587,2.36e-06,0.6526258773,1.37538445,9.36e-06,2.58400823,3.95940204,0.35277035,0.9999976,0.00083154,1281.20044,131.907608,0.5139600000000001
DMSO/DCD,BF4,1.0,29.8,3.2,7.3,679.0,19869.0,26255.0,19.3,16.7,78.14,156.95,86.81,0.2642650261093845,0.5285300522187691,0.1036024608359231,104.6290690568062,143.47530021417475,72.88470609916,0.5542294309,0.003102293579,0.4426682755,2.20142608,0.01232246,1.75829978,3.97204832,0.14087869,0.99759509,0.06820159,1549.75708,153.071823,0.39204
MPL/DCM,TFSI,2.5,27.3,1.0,11.2,13387.0,6344.0,4176748.0,13.3,20.4,99.13,84.93,280.15,0.2301522457105375,0.460304491421075,0.1547716314341937,139.65543911138744,88.23001018449519,209.7630622823716,0.37365,9e-05,0.62626,1.38993,0.00033,2.3296,3.71986,0.13767,0.99989,0.00624,1508.7793,169.03947,0.672475
MPL/DCM,TFSI,1.5,27.3,1.0,11.2,13387.0,6344.0,4176748.0,13.3,20.4,99.13,84.93,280.15,0.2626760914848291,0.5253521829696582,0.1059858627727562,139.65543911138744,88.23001018449519,209.7630622823716,0.47143,0.00033,0.52824,1.78588,0.00124,2.00107,3.78819,0.29341,0.99975,0.0072,1403.7334,151.46527,0.403485
MPL/DCM,BF4,2.0,27.3,1.0,7.3,13387.0,6344.0,26255.0,13.3,20.4,99.13,84.93,86.81,0.2453409748868978,0.4906819497737956,0.1319885376696533,139.65543911138744,88.23001018449519,72.88470609916,0.3697193236,1.84e-06,0.630278839,1.46088226,7.26e-06,2.49043833,3.95132785,0.28041301,0.99999805,1.96e-06,1309.5293,135.086929,0.53798
DEA/DCD,PF6,1.0,32.2,3.2,-6.2,12703.0,19869.0,9886.0,13.6,16.7,115.17,156.95,144.964,0.2591922532619345,0.518384506523869,0.1112116201070982,177.36010258286555,143.47530021417475,98.22421574221886,0.5467678879,0.01504572313,0.4381863889,1.93367444,0.05321002,1.54967005,3.53655451,0.270865286,0.9886571,0.092462982,1474.91834,185.146149,0.4290699999999999
DMA/DCM,TFSI,1.5,27.8,1.0,11.2,31374.0,6344.0,4176748.0,13.6,20.4,87.12,84.93,280.15,0.2651858687754246,0.5303717375508493,0.1022211968368629,130.98940364974786,88.23001018449519,209.7630622823716,0.43165,0.00023,0.56812,1.64493,0.00088,2.16496,3.81077,0.37507,0.99983,0.00493,1368.62231,148.40842,0.38547
DMSO/DCM,PF6,1.0,29.8,1.0,-6.2,679.0,6344.0,9886.0,19.3,20.4,78.14,84.93,144.964,0.2860411899313501,0.5720823798627002,0.0709382151029748,104.6290690568062,88.23001018449519,98.22421574221886,0.8872243181,0.0001572264505,0.1126184555,3.54734093,0.00062863,0.45027627,3.99824583,0.126664838,0.9999226,0.602135137,1333.74902,118.319351,0.248
DMSO/DCM,TFSI,2.5,29.8,1.0,11.2,679.0,6344.0,4176748.0,19.3,20.4,78.14,84.93,280.15,0.2358490566037735,0.4716981132075471,0.1462264150943396,104.6290690568062,88.23001018449519,209.7630622823716,0.41416,5e-05,0.58579,1.61447,0.00021,2.28353,3.89821,0.00213,0.99994,0.01009,1512.21716,155.61586,0.62
DMSO/DCD,TFSI,1.0,29.8,3.2,11.2,679.0,19869.0,4176748.0,19.3,16.7,78.14,156.95,280.15,0.2642650261093845,0.5285300522187691,0.1036024608359231,104.6290690568062,143.47530021417475,209.7630622823716,0.59962,0.0147,0.38569,2.34376,0.05744,1.50757,3.908770000000001,0.08601,0.98879,0.11894,1621.58984,171.89482,0.39204
DMA/DCD,TFSI,0.5,27.8,3.2,11.2,31374.0,19869.0,4176748.0,13.6,16.7,87.12,156.95,280.15,0.2940294382273553,0.5880588764547107,0.058955842658967,130.98940364974786,143.47530021417475,209.7630622823716,0.60967,0.00433,0.386,2.24914,0.01598,1.42399,3.68911,0.55508,0.99842,0.11152,1498.16858,169.01088,0.20051
DME/DEA,TFSI,2.0,20.0,32.2,11.2,8071.0,12703.0,4176748.0,10.2,13.6,90.12,115.17,280.15,0.233544457522934,0.4670889150458681,0.1496833137155989,135.53372116858102,177.36010258286555,209.7630622823716,0.12951,0.51994,0.35055,0.46316,1.85942,1.25364,3.57622,0.70375,0.41353,0.19443,1174.50476,237.33144,0.64092
DMA/DCD,BF4,2.0,27.8,3.2,7.3,31374.0,19869.0,26255.0,13.6,16.7,87.12,156.95,86.81,0.2171986585810846,0.4343973171621692,0.1742020121283731,130.98940364974786,143.47530021417475,72.88470609916,0.3102373535,0.005110720163,0.6846519264,1.21625529,0.02003608,2.68411111,3.92040248,0.15116662,0.99196864,0.00039623,1515.927,173.986328,0.80204
MPL/DCD,TFSI,1.5,27.3,3.2,11.2,13387.0,19869.0,4176748.0,13.3,16.7,99.13,156.95,280.15,0.2358996860175179,0.4717993720350358,0.1461504709737231,139.65543911138744,143.47530021417475,209.7630622823716,0.38828,0.06616,0.54555,1.40119,0.23876,1.96872,3.60867,0.1925,0.92615,0.02392,1628.18555,200.58312,0.619545
DME/DCD,BF4,2.0,20.0,3.2,7.3,8071.0,19869.0,26255.0,10.2,16.7,90.12,156.95,86.81,0.2166340271399109,0.4332680542798218,0.1750489592901336,135.53372116858102,143.47530021417475,72.88470609916,0.2893927992,0.001616527617,0.7089906732,0.9862979,0.00550939,2.41635595,3.4081632399999995,0.20375002,0.99777481,0.00489827,1496.66528,177.544403,0.8080399999999999
DMSO/DCM,BF4,1.5,29.8,1.0,7.3,679.0,6344.0,26255.0,19.3,20.4,78.14,84.93,86.81,0.2670940170940171,0.5341880341880342,0.0993589743589743,104.6290690568062,88.23001018449519,72.88470609916,0.6197195251,0.0001193632622,0.3801611116,2.47128213,0.00047599,1.51598477,3.98774289,0.08730239,0.99991209,0.07267767,1319.17822,118.61602,0.372
DME/DCM,BF4,1.5,20.0,1.0,7.3,8071.0,6344.0,26255.0,10.2,20.4,90.12,84.93,86.81,0.2645544638274681,0.5291089276549363,0.1031683042587977,135.53372116858102,88.23001018449519,72.88470609916,0.3808164798,7e-06,0.6191765235,1.22462288,2.25e-05,1.99113688,3.21578226,0.52565735,0.99999565,0.00020464,1209.82922,135.59906,0.38997
DMA/DCD,PF6,1.0,27.8,3.2,-6.2,31374.0,19869.0,9886.0,13.6,16.7,87.12,156.95,144.964,0.2630166962998811,0.5260333925997622,0.1054749555501783,130.98940364974786,143.47530021417475,98.22421574221886,0.5201341197,0.01197472762,0.4678911527,2.06284498,0.04749161,1.85565007,3.96598666,0.248090899,0.99051609,0.026395297,1517.43884,168.239105,0.40102
DEA/DCD,PF6,2.0,32.2,3.2,-6.2,12703.0,19869.0,9886.0,13.6,16.7,115.17,156.95,144.964,0.2120315163645924,0.4240630327291849,0.1819527254531113,177.36010258286555,143.47530021417475,98.22421574221886,0.3627078842,0.03805975322,0.5992323626,1.31721186,0.138218,2.1761754,3.63160526,0.093840053,0.94085536,0.011248385,1545.0,200.094421,0.8581399999999999
